ansatz_type,problem_index,trial,energy,exact_energy,error,time,build_time,opt_time,params,depth,converged,adapt_iterations,adapt_initial_energy,adapt_energy_drop,adapt_history_length,termination_criterion
MonteCarloMomentumBuilder,4,3,-12.999944671326254,-13.0,5.5328673745691503e-05,0.5167512893676758,0.39520263671875,0.12154865264892578,8,13,True,,,,,
MonteCarloMomentumBuilder,5,3,-21.924184186212912,-22.0,0.0758158137870879,0.7962946891784668,0.656282901763916,0.14001178741455078,9,14,False,,,,,
MonteCarloMomentumBuilder,6,3,-8.727326822771532,-7.0,1.7273268227715324,1.1438462734222412,0.9895741939544678,0.15427207946777344,10,13,False,,,,,
MonteCarloMomentumBuilder,7,3,-23.54575160926754,-24.0,0.4542483907324595,1.6142818927764893,1.4473977088928223,0.166884183883667,11,9,False,,,,,
MonteCarloMomentumBuilder,8,3,-9.99680259925853,-10.0,0.0031974007414703465,1.1783943176269531,1.0299031734466553,0.14849114418029785,10,12,False,,,,,
MonteCarloMomentumBuilder,9,3,-9.996582746364368,-10.0,0.003417253635632278,1.1195194721221924,0.9743762016296387,0.1451432704925537,10,14,False,,,,,
MonteCarloMomentumBuilder,10,3,-14.816519885597694,-15.0,0.18348011440230572,1.117741584777832,0.9642398357391357,0.1535017490386963,10,13,False,,,,,
MonteCarloMomentumBuilder,11,3,-11.986405504299249,-12.0,0.013594495700750997,6.698846101760864,6.398842096328735,0.3000040054321289,20,12,False,,,,,
MonteCarloMomentumBuilder,12,3,-13.309200694788025,-10.0,3.309200694788025,3.8271312713623047,3.4173240661621094,0.4098072052001953,11,10,False,,,,,
MonteCarloMomentumBuilder,1,4,-9.999999993118848,-10.0,6.881151648485684e-09,0.0226287841796875,0.00035691261291503906,0.02227187156677246,1,1,True,,,,,
MonteCarloMomentumBuilder,2,4,10.000000006611288,500.0,489.9999999933887,0.01821589469909668,8.7738037109375e-05,0.018128156661987305,1,1,False,,,,,
MonteCarloMomentumBuilder,3,4,-9.999999809277448,-10.0,1.9072255241781022e-07,0.5887711048126221,0.4632749557495117,0.12549614906311035,8,13,True,,,,,
MonteCarloMomentumBuilder,4,4,-12.94811601813742,-13.0,0.0518839818625807,0.504382848739624,0.3888108730316162,0.11557197570800781,8,13,False,,,,,
MonteCarloMomentumBuilder,5,4,-21.99997032078098,-22.0,2.967921901841919e-05,0.8221137523651123,0.6852748394012451,0.1368389129638672,9,14,True,,,,,
MonteCarloMomentumBuilder,6,4,-8.932543429488817,-7.0,1.9325434294888169,1.127290964126587,0.9826681613922119,0.144622802734375,10,13,False,,,,,
MonteCarloMomentumBuilder,7,4,-21.182699948231896,-24.0,2.817300051768104,2.550593137741089,2.395426034927368,0.1551671028137207,11,9,False,,,,,
MonteCarloMomentumBuilder,8,4,-9.999960061999573,-10.0,3.993800042678686e-05,1.2122936248779297,1.0651867389678955,0.14710688591003418,10,12,True,,,,,
MonteCarloMomentumBuilder,9,4,-9.979581489519456,-10.0,0.020418510480544327,1.1379826068878174,0.9827418327331543,0.15524077415466309,10,14,False,,,,,
MonteCarloMomentumBuilder,10,4,-14.877318666045408,-15.0,0.12268133395459202,1.1858983039855957,1.0359241962432861,0.14997410774230957,10,13,False,,,,,
MonteCarloMomentumBuilder,11,4,-11.982847300710342,-12.0,0.017152699289658457,6.728995084762573,6.4774229526519775,0.2515721321105957,20,12,False,,,,,
MonteCarloMomentumBuilder,12,4,-13.693775973927455,-10.0,3.6937759739274547,1.5922062397003174,1.4371001720428467,0.1551060676574707,11,10,False,,,,,
MonteCarloMomentumBuilder,1,5,-9.999999993118848,-10.0,6.881151648485684e-09,0.022098541259765625,9.179115295410156e-05,0.022006750106811523,1,1,True,,,,,
MonteCarloMomentumBuilder,2,5,10.000000006611288,500.0,489.9999999933887,0.0181427001953125,0.00010395050048828125,0.01803874969482422,1,1,False,,,,,
MonteCarloMomentumBuilder,3,5,-9.999989459703897,-10.0,1.0540296102590219e-05,0.514580488204956,0.3984372615814209,0.11614322662353516,8,13,True,,,,,
